activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
meditating,Health,1535473819068,Tue Aug 28 22:00:19 GMT+05:30 2018,1535474179068,Tue Aug 28 22:06:19 GMT+05:30 2018,360000,6 min
Break,Health,1535474179068,Tue Aug 28 22:06:19 GMT+05:30 2018,1535474688844,Tue Aug 28 22:14:48 GMT+05:30 2018,509776,8 min
motivation,Health,1535474688844,Tue Aug 28 22:14:48 GMT+05:30 2018,1535474990644,Tue Aug 28 22:19:50 GMT+05:30 2018,301800,5 min
wasting time ,Wasted Time,1535474990644,Tue Aug 28 22:19:50 GMT+05:30 2018,1535475453547,Tue Aug 28 22:27:33 GMT+05:30 2018,462903,7 min
qns,studying,1535475453547,Tue Aug 28 22:27:33 GMT+05:30 2018,1535477846770,Tue Aug 28 23:07:26 GMT+05:30 2018,2393223,39 min
wasting time ,Wasted Time,1535477846770,Tue Aug 28 23:07:26 GMT+05:30 2018,1535478267542,Tue Aug 28 23:14:27 GMT+05:30 2018,420772,7 min
Break,Health,1535478267542,Tue Aug 28 23:14:27 GMT+05:30 2018,1535478567542,Tue Aug 28 23:19:27 GMT+05:30 2018,300000,5 min
Sleep,Rest,1535478567542,Tue Aug 28 23:19:27 GMT+05:30 2018,1535505230410,Wed Aug 29 06:43:50 GMT+05:30 2018,26662868,7 h 24 min
morning routine,Chores,1535505230410,Wed Aug 29 06:43:50 GMT+05:30 2018,1535506850410,Wed Aug 29 07:10:50 GMT+05:30 2018,1620000,27 min
Sleep,Rest,1535506850410,Wed Aug 29 07:10:50 GMT+05:30 2018,1535508081343,Wed Aug 29 07:31:21 GMT+05:30 2018,1230933,20 min
Commute,Transport,1535508081343,Wed Aug 29 07:31:21 GMT+05:30 2018,1535509821343,Wed Aug 29 08:00:21 GMT+05:30 2018,1740000,29 min
classes,Work,1535509821343,Wed Aug 29 08:00:21 GMT+05:30 2018,1535531361343,Wed Aug 29 13:59:21 GMT+05:30 2018,21540000,5 h 59 min
Eating,Eating,1535531361343,Wed Aug 29 13:59:21 GMT+05:30 2018,1535533341932,Wed Aug 29 14:32:21 GMT+05:30 2018,1980589,33 min
other personal tasks,Personal Tasks,1535533341932,Wed Aug 29 14:32:21 GMT+05:30 2018,1535533756426,Wed Aug 29 14:39:16 GMT+05:30 2018,414494,6 min
Break,Health,1535533756426,Wed Aug 29 14:39:16 GMT+05:30 2018,1535534192593,Wed Aug 29 14:46:32 GMT+05:30 2018,436167,7 min
sleeping in the day,Rest,1535534192593,Wed Aug 29 14:46:32 GMT+05:30 2018,1535543319078,Wed Aug 29 17:18:39 GMT+05:30 2018,9126485,2 h 32 min
wasting time ,Wasted Time,1535543319078,Wed Aug 29 17:18:39 GMT+05:30 2018,1535548191675,Wed Aug 29 18:39:51 GMT+05:30 2018,4872597,1 h 21 min
internet time waste,Wasted Time,1535548191675,Wed Aug 29 18:39:51 GMT+05:30 2018,1535550700079,Wed Aug 29 19:21:40 GMT+05:30 2018,2508404,41 min
qns,studying,1535550700079,Wed Aug 29 19:21:40 GMT+05:30 2018,1535552860079,Wed Aug 29 19:57:40 GMT+05:30 2018,2160000,36 min
Eating,Eating,1535552860079,Wed Aug 29 19:57:40 GMT+05:30 2018,1535555461819,Wed Aug 29 20:41:01 GMT+05:30 2018,2601740,43 min
internet time waste,Wasted Time,1535555461819,Wed Aug 29 20:41:01 GMT+05:30 2018,1535556610285,Wed Aug 29 21:00:10 GMT+05:30 2018,1148466,19 min
understanding,studying,1535556610285,Wed Aug 29 21:00:10 GMT+05:30 2018,1535559284370,Wed Aug 29 21:44:44 GMT+05:30 2018,2674085,44 min
understanding,studying,1535559284370,Wed Aug 29 21:44:44 GMT+05:30 2018,1535560064370,Wed Aug 29 21:57:44 GMT+05:30 2018,780000,13 min
internet time waste,Wasted Time,1535560064370,Wed Aug 29 21:57:44 GMT+05:30 2018,1535560669545,Wed Aug 29 22:07:49 GMT+05:30 2018,605175,10 min
wasting time ,Wasted Time,1535560669545,Wed Aug 29 22:07:49 GMT+05:30 2018,1535561449545,Wed Aug 29 22:20:49 GMT+05:30 2018,780000,13 min
other personal tasks,Personal Tasks,1535561449545,Wed Aug 29 22:20:49 GMT+05:30 2018,1535562101564,Wed Aug 29 22:31:41 GMT+05:30 2018,652019,10 min
wasting time ,Wasted Time,1535562101564,Wed Aug 29 22:31:41 GMT+05:30 2018,1535566210691,Wed Aug 29 23:40:10 GMT+05:30 2018,4109127,1 h 8 min
internet time waste,Wasted Time,1535566210691,Wed Aug 29 23:40:10 GMT+05:30 2018,1535582126232,Thu Aug 30 04:05:26 GMT+05:30 2018,15915541,4 h 25 min
Sleep,Rest,1535582126232,Thu Aug 30 04:05:26 GMT+05:30 2018,1535595493229,Thu Aug 30 07:48:13 GMT+05:30 2018,13366997,3 h 42 min
Eating,Eating,1535595493229,Thu Aug 30 07:48:13 GMT+05:30 2018,1535597053229,Thu Aug 30 08:14:13 GMT+05:30 2018,1560000,26 min
sleeping in the day,Rest,1535597053229,Thu Aug 30 08:14:13 GMT+05:30 2018,1535603653229,Thu Aug 30 10:04:13 GMT+05:30 2018,6600000,1 h 50 min
morning routine,Chores,1535603653229,Thu Aug 30 10:04:13 GMT+05:30 2018,1535604973229,Thu Aug 30 10:26:13 GMT+05:30 2018,1320000,22 min
Commute,Transport,1535604973229,Thu Aug 30 10:26:13 GMT+05:30 2018,1535606533229,Thu Aug 30 10:52:13 GMT+05:30 2018,1560000,26 min
classes,Work,1535606533229,Thu Aug 30 10:52:13 GMT+05:30 2018,1535626162276,Thu Aug 30 16:19:22 GMT+05:30 2018,19629047,5 h 27 min
Break,Health,1535626162276,Thu Aug 30 16:19:22 GMT+05:30 2018,1535627002276,Thu Aug 30 16:33:22 GMT+05:30 2018,840000,14 min
other personal tasks,Personal Tasks,1535627002276,Thu Aug 30 16:33:22 GMT+05:30 2018,1535627807353,Thu Aug 30 16:46:47 GMT+05:30 2018,805077,13 min
wasting time ,Wasted Time,1535627807353,Thu Aug 30 16:46:47 GMT+05:30 2018,1535634585342,Thu Aug 30 18:39:45 GMT+05:30 2018,6777989,1 h 52 min
other personal tasks,Personal Tasks,1535634585342,Thu Aug 30 18:39:45 GMT+05:30 2018,1535635283572,Thu Aug 30 18:51:23 GMT+05:30 2018,698230,11 min
wasting time ,Wasted Time,1535635283572,Thu Aug 30 18:51:23 GMT+05:30 2018,1535636371300,Thu Aug 30 19:09:31 GMT+05:30 2018,1087728,18 min
wasting time ,Wasted Time,1535636371300,Thu Aug 30 19:09:31 GMT+05:30 2018,1535637271300,Thu Aug 30 19:24:31 GMT+05:30 2018,900000,15 min
qns,studying,1535637271300,Thu Aug 30 19:24:31 GMT+05:30 2018,1535639437474,Thu Aug 30 20:00:37 GMT+05:30 2018,2166174,36 min
Eating,Eating,1535639437474,Thu Aug 30 20:00:37 GMT+05:30 2018,1535641912321,Thu Aug 30 20:41:52 GMT+05:30 2018,2474847,41 min
wasting time ,Wasted Time,1535641912321,Thu Aug 30 20:41:52 GMT+05:30 2018,1535642512321,Thu Aug 30 20:51:52 GMT+05:30 2018,600000,10 min
other personal tasks,Personal Tasks,1535642512321,Thu Aug 30 20:51:52 GMT+05:30 2018,1535643719019,Thu Aug 30 21:11:59 GMT+05:30 2018,1206698,20 min
qns,studying,1535643719019,Thu Aug 30 21:11:59 GMT+05:30 2018,1535645294552,Thu Aug 30 21:38:14 GMT+05:30 2018,1575533,26 min
wasting time ,Wasted Time,1535645294552,Thu Aug 30 21:38:14 GMT+05:30 2018,1535645758399,Thu Aug 30 21:45:58 GMT+05:30 2018,463847,7 min
motivation,Health,1535645758399,Thu Aug 30 21:45:58 GMT+05:30 2018,1535646541563,Thu Aug 30 21:59:01 GMT+05:30 2018,783164,13 min
qns,studying,1535646541563,Thu Aug 30 21:59:01 GMT+05:30 2018,1535647923314,Thu Aug 30 22:22:03 GMT+05:30 2018,1381751,23 min
internet time waste,Wasted Time,1535647923314,Thu Aug 30 22:22:03 GMT+05:30 2018,1535653464398,Thu Aug 30 23:54:24 GMT+05:30 2018,5541084,1 h 32 min
qns,studying,1535653464398,Thu Aug 30 23:54:24 GMT+05:30 2018,1535655799742,Fri Aug 31 00:33:19 GMT+05:30 2018,2335344,38 min
internet time waste,Wasted Time,1535655799742,Fri Aug 31 00:33:19 GMT+05:30 2018,1535661212214,Fri Aug 31 02:03:32 GMT+05:30 2018,5412472,1 h 30 min
Sleep,Rest,1535661212214,Fri Aug 31 02:03:32 GMT+05:30 2018,1535679931144,Fri Aug 31 07:15:31 GMT+05:30 2018,18718930,5 h 11 min
Commute,Transport,1535679931144,Fri Aug 31 07:15:31 GMT+05:30 2018,1535681431144,Fri Aug 31 07:40:31 GMT+05:30 2018,1500000,25 min
Eating,Eating,1535681431144,Fri Aug 31 07:40:31 GMT+05:30 2018,1535683891144,Fri Aug 31 08:21:31 GMT+05:30 2018,2460000,41 min
morning routine,Chores,1535683891144,Fri Aug 31 08:21:31 GMT+05:30 2018,1535685151144,Fri Aug 31 08:42:31 GMT+05:30 2018,1260000,21 min
classes,Work,1535685151144,Fri Aug 31 08:42:31 GMT+05:30 2018,1535706168598,Fri Aug 31 14:32:48 GMT+05:30 2018,21017454,5 h 50 min
sleeping in the day,Rest,1535706168598,Fri Aug 31 14:32:48 GMT+05:30 2018,1535712897306,Fri Aug 31 16:24:57 GMT+05:30 2018,6728708,1 h 52 min
Break,Health,1535712897306,Fri Aug 31 16:24:57 GMT+05:30 2018,1535714139480,Fri Aug 31 16:45:39 GMT+05:30 2018,1242174,20 min
planning,Personal Tasks,1535714139480,Fri Aug 31 16:45:39 GMT+05:30 2018,1535714979480,Fri Aug 31 16:59:39 GMT+05:30 2018,840000,14 min
wasting time ,Wasted Time,1535714979480,Fri Aug 31 16:59:39 GMT+05:30 2018,1535715219480,Fri Aug 31 17:03:39 GMT+05:30 2018,240000,4 min
memorizing,studying,1535715219480,Fri Aug 31 17:03:39 GMT+05:30 2018,1535715573300,Fri Aug 31 17:09:33 GMT+05:30 2018,353820,5 min
memorizing,studying,1535715573300,Fri Aug 31 17:09:33 GMT+05:30 2018,1535716773300,Fri Aug 31 17:29:33 GMT+05:30 2018,1200000,20 min
qns,studying,1535716773300,Fri Aug 31 17:29:33 GMT+05:30 2018,1535719381550,Fri Aug 31 18:13:01 GMT+05:30 2018,2608250,43 min
Break,Health,1535719381550,Fri Aug 31 18:13:01 GMT+05:30 2018,1535720700315,Fri Aug 31 18:35:00 GMT+05:30 2018,1318765,21 min
internet time waste,Wasted Time,1535720700315,Fri Aug 31 18:35:00 GMT+05:30 2018,1535721325916,Fri Aug 31 18:45:25 GMT+05:30 2018,625601,10 min
meditating,Health,1535721325916,Fri Aug 31 18:45:25 GMT+05:30 2018,1535721625916,Fri Aug 31 18:50:25 GMT+05:30 2018,300000,5 min
wasting time ,Wasted Time,1535721625916,Fri Aug 31 18:50:25 GMT+05:30 2018,1535722475678,Fri Aug 31 19:04:35 GMT+05:30 2018,849762,14 min
memorizing,studying,1535722475678,Fri Aug 31 19:04:35 GMT+05:30 2018,1535724067905,Fri Aug 31 19:31:07 GMT+05:30 2018,1592227,26 min
wasting time ,Wasted Time,1535724067905,Fri Aug 31 19:31:07 GMT+05:30 2018,1535725007896,Fri Aug 31 19:46:47 GMT+05:30 2018,939991,15 min
understanding,studying,1535725007896,Fri Aug 31 19:46:47 GMT+05:30 2018,1535725427896,Fri Aug 31 19:53:47 GMT+05:30 2018,420000,7 min
wasting time ,Wasted Time,1535725427896,Fri Aug 31 19:53:47 GMT+05:30 2018,1535725940859,Fri Aug 31 20:02:20 GMT+05:30 2018,512963,8 min
Eating,Eating,1535725940859,Fri Aug 31 20:02:20 GMT+05:30 2018,1535728407592,Fri Aug 31 20:43:27 GMT+05:30 2018,2466733,41 min
wasting time ,Wasted Time,1535728407592,Fri Aug 31 20:43:27 GMT+05:30 2018,1535732174896,Fri Aug 31 21:46:14 GMT+05:30 2018,3767304,1 h 2 min
internet time waste,Wasted Time,1535732174896,Fri Aug 31 21:46:14 GMT+05:30 2018,1535733734896,Fri Aug 31 22:12:14 GMT+05:30 2018,1560000,26 min
wasting time ,Wasted Time,1535733734896,Fri Aug 31 22:12:14 GMT+05:30 2018,1535738579191,Fri Aug 31 23:32:59 GMT+05:30 2018,4844295,1 h 20 min
qns,studying,1535738579191,Fri Aug 31 23:32:59 GMT+05:30 2018,1535742146043,Sat Sep 01 00:32:26 GMT+05:30 2018,3566852,59 min
wasting time ,Wasted Time,1535742146043,Sat Sep 01 00:32:26 GMT+05:30 2018,1535743044411,Sat Sep 01 00:47:24 GMT+05:30 2018,898368,14 min
Break,Health,1535743044411,Sat Sep 01 00:47:24 GMT+05:30 2018,1535743464411,Sat Sep 01 00:54:24 GMT+05:30 2018,420000,7 min
qns,studying,1535743464411,Sat Sep 01 00:54:24 GMT+05:30 2018,1535745600797,Sat Sep 01 01:30:00 GMT+05:30 2018,2136386,35 min
Sleep,Rest,1535745600797,Sat Sep 01 01:30:00 GMT+05:30 2018,1535763906897,Sat Sep 01 06:35:06 GMT+05:30 2018,18306100,5 h 5 min
morning routine,Chores,1535763906897,Sat Sep 01 06:35:06 GMT+05:30 2018,1535765410780,Sat Sep 01 07:00:10 GMT+05:30 2018,1503883,25 min
other personal tasks,Personal Tasks,1535765410780,Sat Sep 01 07:00:10 GMT+05:30 2018,1535766190780,Sat Sep 01 07:13:10 GMT+05:30 2018,780000,13 min
classes,Work,1535766190780,Sat Sep 01 07:13:10 GMT+05:30 2018,1535789499581,Sat Sep 01 13:41:39 GMT+05:30 2018,23308801,6 h 28 min
Eating,Eating,1535789499581,Sat Sep 01 13:41:39 GMT+05:30 2018,1535791359581,Sat Sep 01 14:12:39 GMT+05:30 2018,1860000,31 min
Commute,Transport,1535791359581,Sat Sep 01 14:12:39 GMT+05:30 2018,1535792799581,Sat Sep 01 14:36:39 GMT+05:30 2018,1440000,24 min
sleeping in the day,Rest,1535792799581,Sat Sep 01 14:36:39 GMT+05:30 2018,1535806681561,Sat Sep 01 18:28:01 GMT+05:30 2018,13881980,3 h 51 min
other personal tasks,Personal Tasks,1535806681561,Sat Sep 01 18:28:01 GMT+05:30 2018,1535807563581,Sat Sep 01 18:42:43 GMT+05:30 2018,882020,14 min
wasting time ,Wasted Time,1535807563581,Sat Sep 01 18:42:43 GMT+05:30 2018,1535810026627,Sat Sep 01 19:23:46 GMT+05:30 2018,2463046,41 min
internet time waste,Wasted Time,1535810026627,Sat Sep 01 19:23:46 GMT+05:30 2018,1535812234205,Sat Sep 01 20:00:34 GMT+05:30 2018,2207578,36 min
Eating,Eating,1535812234205,Sat Sep 01 20:00:34 GMT+05:30 2018,1535814454205,Sat Sep 01 20:37:34 GMT+05:30 2018,2220000,37 min
internet time waste,Wasted Time,1535814454205,Sat Sep 01 20:37:34 GMT+05:30 2018,1535815805385,Sat Sep 01 21:00:05 GMT+05:30 2018,1351180,22 min
planning,Personal Tasks,1535815805385,Sat Sep 01 21:00:05 GMT+05:30 2018,1535816825385,Sat Sep 01 21:17:05 GMT+05:30 2018,1020000,17 min
wasting time ,Wasted Time,1535816825385,Sat Sep 01 21:17:05 GMT+05:30 2018,1535820464088,Sat Sep 01 22:17:44 GMT+05:30 2018,3638703,1 h 
wasting time ,Wasted Time,1535820464088,Sat Sep 01 22:17:44 GMT+05:30 2018,1535821544088,Sat Sep 01 22:35:44 GMT+05:30 2018,1080000,18 min
internet time waste,Wasted Time,1535821544088,Sat Sep 01 22:35:44 GMT+05:30 2018,1535821916491,Sat Sep 01 22:41:56 GMT+05:30 2018,372403,6 min
wasting time ,Wasted Time,1535821916491,Sat Sep 01 22:41:56 GMT+05:30 2018,1535823617847,Sat Sep 01 23:10:17 GMT+05:30 2018,1701356,28 min
qns,studying,1535823617847,Sat Sep 01 23:10:17 GMT+05:30 2018,1535824577847,Sat Sep 01 23:26:17 GMT+05:30 2018,960000,16 min
wasting time ,Wasted Time,1535824577847,Sat Sep 01 23:26:17 GMT+05:30 2018,1535827661726,Sun Sep 02 00:17:41 GMT+05:30 2018,3083879,51 min
motivation,Health,1535827661726,Sun Sep 02 00:17:41 GMT+05:30 2018,1535831441571,Sun Sep 02 01:20:41 GMT+05:30 2018,3779845,1 h 2 min
Sleep,Rest,1535831441571,Sun Sep 02 01:20:41 GMT+05:30 2018,1535849413912,Sun Sep 02 06:20:13 GMT+05:30 2018,17972341,4 h 59 min
morning routine,Chores,1535849413912,Sun Sep 02 06:20:13 GMT+05:30 2018,1535850253912,Sun Sep 02 06:34:13 GMT+05:30 2018,840000,14 min
qns,studying,1535850253912,Sun Sep 02 06:34:13 GMT+05:30 2018,1535853906099,Sun Sep 02 07:35:06 GMT+05:30 2018,3652187,1 h 
morning routine,Chores,1535853906099,Sun Sep 02 07:35:06 GMT+05:30 2018,1535854389500,Sun Sep 02 07:43:09 GMT+05:30 2018,483401,8 min
classes,Work,1535854389500,Sun Sep 02 07:43:09 GMT+05:30 2018,1535865069500,Sun Sep 02 10:41:09 GMT+05:30 2018,10680000,2 h 58 min
Commute,Transport,1535865069500,Sun Sep 02 10:41:09 GMT+05:30 2018,1535866629500,Sun Sep 02 11:07:09 GMT+05:30 2018,1560000,26 min
Eating,Eating,1535866629500,Sun Sep 02 11:07:09 GMT+05:30 2018,1535868237519,Sun Sep 02 11:33:57 GMT+05:30 2018,1608019,26 min
wasting time ,Wasted Time,1535868237519,Sun Sep 02 11:33:57 GMT+05:30 2018,1535871983246,Sun Sep 02 12:36:23 GMT+05:30 2018,3745727,1 h 2 min
motivation,Health,1535871983246,Sun Sep 02 12:36:23 GMT+05:30 2018,1535873306402,Sun Sep 02 12:58:26 GMT+05:30 2018,1323156,22 min
internet time waste,Wasted Time,1535873306402,Sun Sep 02 12:58:26 GMT+05:30 2018,1535874686402,Sun Sep 02 13:21:26 GMT+05:30 2018,1380000,23 min
Eating,Eating,1535874686402,Sun Sep 02 13:21:26 GMT+05:30 2018,1535876505796,Sun Sep 02 13:51:45 GMT+05:30 2018,1819394,30 min
morning routine,Chores,1535876505796,Sun Sep 02 13:51:45 GMT+05:30 2018,1535877765796,Sun Sep 02 14:12:45 GMT+05:30 2018,1260000,21 min
internet time waste,Wasted Time,1535877765796,Sun Sep 02 14:12:45 GMT+05:30 2018,1535879739939,Sun Sep 02 14:45:39 GMT+05:30 2018,1974143,32 min
sleeping in the day,Rest,1535879739939,Sun Sep 02 14:45:39 GMT+05:30 2018,1535892199557,Sun Sep 02 18:13:19 GMT+05:30 2018,12459618,3 h 27 min
motivation,Health,1535892199557,Sun Sep 02 18:13:19 GMT+05:30 2018,1535893339557,Sun Sep 02 18:32:19 GMT+05:30 2018,1140000,19 min
wasting time ,Wasted Time,1535893339557,Sun Sep 02 18:32:19 GMT+05:30 2018,1535895506237,Sun Sep 02 19:08:26 GMT+05:30 2018,2166680,36 min
meditating,Health,1535895506237,Sun Sep 02 19:08:26 GMT+05:30 2018,1535895986237,Sun Sep 02 19:16:26 GMT+05:30 2018,480000,8 min
motivation,Health,1535895986237,Sun Sep 02 19:16:26 GMT+05:30 2018,1535896766237,Sun Sep 02 19:29:26 GMT+05:30 2018,780000,13 min
wasting time ,Wasted Time,1535896766237,Sun Sep 02 19:29:26 GMT+05:30 2018,1535898651278,Sun Sep 02 20:00:51 GMT+05:30 2018,1885041,31 min
Eating,Eating,1535898651278,Sun Sep 02 20:00:51 GMT+05:30 2018,1535900451278,Sun Sep 02 20:30:51 GMT+05:30 2018,1800000,30 min
Break,Health,1535900451278,Sun Sep 02 20:30:51 GMT+05:30 2018,1535901002823,Sun Sep 02 20:40:02 GMT+05:30 2018,551545,9 min
wasting time ,Wasted Time,1535901002823,Sun Sep 02 20:40:02 GMT+05:30 2018,1535901522564,Sun Sep 02 20:48:42 GMT+05:30 2018,519741,8 min
qns,studying,1535901522564,Sun Sep 02 20:48:42 GMT+05:30 2018,1535904187352,Sun Sep 02 21:33:07 GMT+05:30 2018,2664788,44 min
Sleep,Rest,1535904187352,Sun Sep 02 21:33:07 GMT+05:30 2018,1535938828526,Mon Sep 03 07:10:28 GMT+05:30 2018,34641174,9 h 37 min
morning routine,Chores,1535938828526,Mon Sep 03 07:10:28 GMT+05:30 2018,1535940205656,Mon Sep 03 07:33:25 GMT+05:30 2018,1377130,22 min
Eating,Eating,1535940205656,Mon Sep 03 07:33:25 GMT+05:30 2018,1535941705656,Mon Sep 03 07:58:25 GMT+05:30 2018,1500000,25 min
classes,Work,1535941705656,Mon Sep 03 07:58:25 GMT+05:30 2018,1535962945656,Mon Sep 03 13:52:25 GMT+05:30 2018,21240000,5 h 54 min
Commute,Transport,1535962945656,Mon Sep 03 13:52:25 GMT+05:30 2018,1535964747122,Mon Sep 03 14:22:27 GMT+05:30 2018,1801466,30 min
internet time waste,Wasted Time,1535964747122,Mon Sep 03 14:22:27 GMT+05:30 2018,1535965347353,Mon Sep 03 14:32:27 GMT+05:30 2018,600231,10 min
sleeping in the day,Rest,1535965347353,Mon Sep 03 14:32:27 GMT+05:30 2018,1535973528214,Mon Sep 03 16:48:48 GMT+05:30 2018,8180861,2 h 16 min
other personal tasks,Personal Tasks,1535973528214,Mon Sep 03 16:48:48 GMT+05:30 2018,1535974559823,Mon Sep 03 17:05:59 GMT+05:30 2018,1031609,17 min
meditating,Health,1535974559823,Mon Sep 03 17:05:59 GMT+05:30 2018,1535975639823,Mon Sep 03 17:23:59 GMT+05:30 2018,1080000,18 min
meditating,Health,1535975639823,Mon Sep 03 17:23:59 GMT+05:30 2018,1535976361739,Mon Sep 03 17:36:01 GMT+05:30 2018,721916,12 min
motivation,Health,1535976361739,Mon Sep 03 17:36:01 GMT+05:30 2018,1535976781739,Mon Sep 03 17:43:01 GMT+05:30 2018,420000,7 min
memorizing,studying,1535976781739,Mon Sep 03 17:43:01 GMT+05:30 2018,1535979986717,Mon Sep 03 18:36:26 GMT+05:30 2018,3204978,53 min
wasting time ,Wasted Time,1535979986717,Mon Sep 03 18:36:26 GMT+05:30 2018,1535981726717,Mon Sep 03 19:05:26 GMT+05:30 2018,1740000,29 min
memorizing,studying,1535981726717,Mon Sep 03 19:05:26 GMT+05:30 2018,1535984855393,Mon Sep 03 19:57:35 GMT+05:30 2018,3128676,52 min
Eating,Eating,1535984855393,Mon Sep 03 19:57:35 GMT+05:30 2018,1535986699611,Mon Sep 03 20:28:19 GMT+05:30 2018,1844218,30 min
wasting time ,Wasted Time,1535986699611,Mon Sep 03 20:28:19 GMT+05:30 2018,1535987924910,Mon Sep 03 20:48:44 GMT+05:30 2018,1225299,20 min
internet time waste,Wasted Time,1535987924910,Mon Sep 03 20:48:44 GMT+05:30 2018,1535990164295,Mon Sep 03 21:26:04 GMT+05:30 2018,2239385,37 min
qns,studying,1535990164295,Mon Sep 03 21:26:04 GMT+05:30 2018,1535991004295,Mon Sep 03 21:40:04 GMT+05:30 2018,840000,14 min
planning,Personal Tasks,1535991004295,Mon Sep 03 21:40:04 GMT+05:30 2018,1535991670083,Mon Sep 03 21:51:10 GMT+05:30 2018,665788,11 min
qns,studying,1535991670083,Mon Sep 03 21:51:10 GMT+05:30 2018,1535995659092,Mon Sep 03 22:57:39 GMT+05:30 2018,3989009,1 h 6 min
Break,Health,1535995659092,Mon Sep 03 22:57:39 GMT+05:30 2018,1535996217142,Mon Sep 03 23:06:57 GMT+05:30 2018,558050,9 min
wasting time ,Wasted Time,1535996217142,Mon Sep 03 23:06:57 GMT+05:30 2018,1535997897142,Mon Sep 03 23:34:57 GMT+05:30 2018,1680000,28 min
internet time waste,Wasted Time,1535997897142,Mon Sep 03 23:34:57 GMT+05:30 2018,1535998630335,Mon Sep 03 23:47:10 GMT+05:30 2018,733193,12 min
motivation,Health,1535998630335,Mon Sep 03 23:47:10 GMT+05:30 2018,1536001072511,Tue Sep 04 00:27:52 GMT+05:30 2018,2442176,40 min
qns,studying,1536001072511,Tue Sep 04 00:27:52 GMT+05:30 2018,1536003998868,Tue Sep 04 01:16:38 GMT+05:30 2018,2926357,48 min
motivation,Health,1536003998868,Tue Sep 04 01:16:38 GMT+05:30 2018,1536006413561,Tue Sep 04 01:56:53 GMT+05:30 2018,2414693,40 min
qns,studying,1536006413561,Tue Sep 04 01:56:53 GMT+05:30 2018,1536009048681,Tue Sep 04 02:40:48 GMT+05:30 2018,2635120,43 min
Sleep,Rest,1536009048681,Tue Sep 04 02:40:48 GMT+05:30 2018,1536025254104,Tue Sep 04 07:10:54 GMT+05:30 2018,16205423,4 h 30 min
Commute,Transport,1536025254104,Tue Sep 04 07:10:54 GMT+05:30 2018,1536026874104,Tue Sep 04 07:37:54 GMT+05:30 2018,1620000,27 min
Eating,Eating,1536026874104,Tue Sep 04 07:37:54 GMT+05:30 2018,1536028674104,Tue Sep 04 08:07:54 GMT+05:30 2018,1800000,30 min
classes,Work,1536028674104,Tue Sep 04 08:07:54 GMT+05:30 2018,1536051342348,Tue Sep 04 14:25:42 GMT+05:30 2018,22668244,6 h 17 min
sleeping in the day,Rest,1536051342348,Tue Sep 04 14:25:42 GMT+05:30 2018,1536057102348,Tue Sep 04 16:01:42 GMT+05:30 2018,5760000,1 h 36 min
Break,Health,1536057102348,Tue Sep 04 16:01:42 GMT+05:30 2018,1536058748568,Tue Sep 04 16:29:08 GMT+05:30 2018,1646220,27 min
planning,Personal Tasks,1536058748568,Tue Sep 04 16:29:08 GMT+05:30 2018,1536059749940,Tue Sep 04 16:45:49 GMT+05:30 2018,1001372,16 min
wasting time ,Wasted Time,1536059749940,Tue Sep 04 16:45:49 GMT+05:30 2018,1536060049940,Tue Sep 04 16:50:49 GMT+05:30 2018,300000,5 min
qns,studying,1536060049940,Tue Sep 04 16:50:49 GMT+05:30 2018,1536064047929,Tue Sep 04 17:57:27 GMT+05:30 2018,3997989,1 h 6 min
understanding,studying,1536064047929,Tue Sep 04 17:57:27 GMT+05:30 2018,1536064407929,Tue Sep 04 18:03:27 GMT+05:30 2018,360000,6 min
Break,Health,1536064407929,Tue Sep 04 18:03:27 GMT+05:30 2018,1536064630615,Tue Sep 04 18:07:10 GMT+05:30 2018,222686,3 min
qns,studying,1536064630615,Tue Sep 04 18:07:10 GMT+05:30 2018,1536065524383,Tue Sep 04 18:22:04 GMT+05:30 2018,893768,14 min
internet time waste,Wasted Time,1536065524383,Tue Sep 04 18:22:04 GMT+05:30 2018,1536065824383,Tue Sep 04 18:27:04 GMT+05:30 2018,300000,5 min
Break,Health,1536065824383,Tue Sep 04 18:27:04 GMT+05:30 2018,1536066445510,Tue Sep 04 18:37:25 GMT+05:30 2018,621127,10 min
internet time waste,Wasted Time,1536066445510,Tue Sep 04 18:37:25 GMT+05:30 2018,1536067051648,Tue Sep 04 18:47:31 GMT+05:30 2018,606138,10 min
qns,studying,1536067051648,Tue Sep 04 18:47:31 GMT+05:30 2018,1536070606936,Tue Sep 04 19:46:46 GMT+05:30 2018,3555288,59 min
Break,Health,1536070606936,Tue Sep 04 19:46:46 GMT+05:30 2018,1536070867892,Tue Sep 04 19:51:07 GMT+05:30 2018,260956,4 min
